,year_month,passengers,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
114,2009-07-01,5513153,5253694.0,4501608.0,4852004.0,4622581.0,4768169.0,4569068.166666667,4405977.833333333,461138.620712012,3244925.096491228,729647.7024584424,2109035.0,5253694.0
115,2009-08-01,4846192,5513153.0,4549205.0,3881842.0,4188977.0,5105350.666666667,4679259.666666667,4480192.166666667,600272.3755551956,3264648.8173913043,756606.6436385734,2109035.0,5513153.0
116,2009-09-01,5080020,4846192.0,5253694.0,4376056.0,3960442.0,5204346.333333333,4839984.666666667,4534960.083333333,455769.8847715579,3278282.8103448274,767488.4391958858,2109035.0,5513153.0
117,2009-10-01,5741635,5080020.0,5513153.0,4501608.0,4010455.0,5146455.0,4957312.0,4628258.25,399605.77421605587,3293682.2735042735,782116.5972116459,2109035.0,5513153.0
118,2009-11-01,5497540,5741635.0,4846192.0,4549205.0,4126591.0,5222615.666666667,5163983.166666667,4772523.25,435807.86589021323,3314427.63559322,810716.8295620164,2109035.0,5741635.0
119,2009-12-01,6035536,5497540.0,5080020.0,5253694.0,4548279.0,5439731.666666667,5322039.0,4886769.0,326515.10470668424,3332773.117647059,831710.2929339479,2109035.0,5741635.0
120,2010-01-01,6381639,6035536.0,5741635.0,5513153.0,4852004.0,5758237.0,5452346.0,5010707.083333333,432570.9219302867,3355296.1416666666,864177.9021775867,2109035.0,6035536.0
121,2010-02-01,5469477,6381639.0,5497540.0,4846192.0,3881842.0,5971571.666666667,5597093.666666667,5138176.666666667,577886.6115537598,3380307.2396694217,903477.8593726945,2109035.0,6381639.0
122,2010-03-01,5833840,5469477.0,6035536.0,5080020.0,4376056.0,5962217.333333333,5700974.5,5270479.583333333,459880.422385994,3397431.581967213,919402.9850293464,2109035.0,6381639.0
123,2010-04-01,5582811,5833840.0,6381639.0,5741635.0,4501608.0,5894985.333333333,5826611.166666667,5391961.583333333,344909.06987869676,3417239.7804878047,941612.4504397525,2109035.0,6381639.0
124,2010-05-01,5424264,5582811.0,5469477.0,5497540.0,4549205.0,5628709.333333333,5800140.5,5482061.833333333,358559.54251019575,3434704.064516129,957729.4770052464,2109035.0,6381639.0
125,2010-06-01,5487593,5424264.0,5833840.0,6035536.0,5253694.0,5613638.333333333,5787927.833333333,5554983.416666667,371926.31337804993,3450620.544,970317.1635427107,2109035.0,6381639.0
126,2010-07-01,6411046,5487593.0,5582811.0,6381639.0,5513153.0,5498222.666666667,5696604.0,5574475.0,366195.8125429892,3466786.992063492,983317.7940520222,2109035.0,6381639.0
127,2010-08-01,6399210,6411046.0,5424264.0,5469477.0,4846192.0,5774301.0,5701505.166666667,5649299.416666667,377228.61957993975,3489970.1338582677,1013655.3351340871,2109035.0,6411046.0
128,2010-09-01,6418968,6399210.0,5487593.0,5833840.0,5080020.0,6099283.0,5856460.666666667,5778717.583333333,447301.88454765995,3512698.5703125,1041887.2699214347,2109035.0,6411046.0
129,2010-10-01,6553761,6418968.0,6411046.0,5582811.0,5741635.0,6409741.333333333,5953982.0,5890296.583333333,501843.64544389944,3535227.7906976743,1068889.31688074,2109035.0,6418968.0
130,2010-11-01,6501875,6553761.0,6399210.0,5424264.0,5497540.0,6457313.0,6115807.0,5957973.75,514602.4050103378,3558447.2769230767,1097158.3221853503,2109035.0,6553761.0
131,2010-12-01,7048219,6501875.0,6418968.0,5487593.0,6035536.0,6491534.666666667,6295408.833333333,6041668.333333333,400338.3680755467,3580916.190839695,1122778.8489183094,2109035.0,6553761.0
