,year_month,cargo,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
183,2015-04-01,27402779.0,30611391.0,25722551.0,35299123.0,31736504.0,26822457.0,30883525.333333332,30678850.333333332,5001200.844673097,25164017.639344264,5830676.086273012,14073391.0,38659072.0
184,2015-05-01,30358978.0,27402779.0,24133429.0,36016563.0,32808330.0,27382533.0,29567468.0,30317706.583333332,4632193.871141706,25176184.820652176,5817065.262185033,14073391.0,38659072.0
185,2015-06-01,25468233.0,30358978.0,30611391.0,33518095.0,23406164.0,29457716.0,28624537.166666668,30113593.916666668,3492479.0828746646,25204199.91891892,5813737.283500068,14073391.0,38659072.0
186,2015-07-01,27291430.0,25468233.0,27402779.0,25722551.0,29813409.0,27743330.0,27282893.5,30285433.0,2690812.222214132,25205619.451612905,5798035.510622413,14073391.0,38659072.0
187,2015-08-01,49359.0,27291430.0,30358978.0,24133429.0,32122496.0,27706213.666666668,27544373.333333332,30075268.083333332,2582925.7059067897,25216773.518716577,5784439.759734761,14073391.0,38659072.0
188,2015-09-01,27675088.0,49359.0,25468233.0,30611391.0,32958149.0,17603007.333333332,23530361.666666668,27402506.666666668,11670690.296597397,25082904.29255319,6053920.756948849,49359.0,38659072.0
189,2015-10-01,28938006.0,27675088.0,27291430.0,27402779.0,35299123.0,18338625.666666668,23040977.833333332,26962251.583333332,11372122.587592829,25096619.55026455,6040741.876765152,49359.0,38659072.0
190,2015-11-01,29560966.0,28938006.0,49359.0,30358978.0,36016563.0,18887484.333333332,23296849.0,26432158.5,11506369.29872783,25116837.37368421,6031181.902064189,49359.0,38659072.0
191,2015-12-01,28911934.0,29560966.0,27675088.0,25468233.0,33518095.0,28724686.666666668,23163847.0,25894192.083333332,11412642.38271362,25140105.062827226,6023878.447831606,49359.0,38659072.0
192,2016-01-01,21072642.0,28911934.0,28938006.0,27291430.0,25722551.0,29136968.666666668,23737797.166666668,25510345.333333332,11636114.70670712,25159750.005208332,6014251.743911697,49359.0,38659072.0
193,2016-02-01,9659.0,21072642.0,29560966.0,49359.0,24133429.0,26515180.666666668,22701332.5,25122852.916666668,11532779.535350565,25138573.279792745,6005779.201006684,49359.0,38659072.0
194,2016-03-01,25166967.0,9659.0,28911934.0,27675088.0,30611391.0,16664745.0,22694715.833333332,23112538.75,11548375.63607313,25009042.793814432,6255993.629391851,9659.0,38659072.0
195,2016-04-01,25774075.0,25166967.0,21072642.0,28938006.0,27402779.0,15416422.666666666,22276695.666666668,22658836.75,11376153.769296318,25009852.661538463,6239859.351242732,9659.0,38659072.0
196,2016-05-01,24819923.0,25774075.0,9659.0,29560966.0,30358978.0,16983567.0,21749373.833333332,22523111.416666668,11074967.899386145,25013751.755102042,6224078.5261042,9659.0,38659072.0
197,2016-06-01,25360273.0,24819923.0,25166967.0,28911934.0,25468233.0,25253655.0,20959200.0,22061523.5,10563480.692910358,25012767.85279188,6208195.83013688,9659.0,38659072.0
198,2016-07-01,26151622.0,25360273.0,25774075.0,21072642.0,27291430.0,25318090.333333332,20367256.5,22052526.833333332,10118860.653066326,25014522.92929293,6192468.186374259,9659.0,38659072.0
199,2016-08-01,27708167.0,26151622.0,24819923.0,9659.0,49359.0,25443939.333333332,21213753.166666668,21957542.833333332,10398256.396865604,25020236.994974874,6177336.779448312,9659.0,38659072.0
200,2016-09-01,27597035.0,27708167.0,25360273.0,25166967.0,27675088.0,26406687.333333332,25830171.166666668,24262443.5,1030979.2607186126,25033676.645,6164726.94413166,9659.0,38659072.0
201,2016-10-01,28036433.0,27597035.0,26151622.0,25774075.0,28938006.0,27152274.666666668,26235182.5,24255939.083333332,1184259.6115924846,25046429.67164179,6151953.314323681,9659.0,38659072.0
